emb_dim,hidden_size,learning_rate,final_val_loss,final_train_loss,gen_gap,dead_neurons,score,conv_step,grad_stability,avg_grad_norm,emb_entropy,emb_norm_mean,drift_magnitude,cosine_sim
2,1024,0.01,2.100978136062622,2.627208709716797,-0.5262305736541748,0.0,55.52463879055447,2000,0.10842458419018482,0.8621793035268783,0,0,0,0
2,1024,0.1,2.230513095855713,3.0261950492858887,-0.7956819534301758,0.0,54.693216925727,1200,0.10446370730967283,0.6320083295106887,0,0,0,0
2,1024,0.2,2.214087963104248,3.0156850814819336,-0.8015971183776855,0.0,54.83921810574002,1200,0.11863760348488692,0.4909632405638695,0,0,0,0
2,128,0.01,2.1977694034576416,2.3610448837280273,-0.16327548027038574,0.0,64.72600756115384,2100,0.1095315595338173,0.46112314534187315,0,0,0,0
2,128,0.1,1.9552890062332153,1.9792442321777344,-0.023955225944519043,0.0,71.3809964995914,1300,0.16828241932698934,0.8176116712093353,0,0,0,0
2,128,0.2,2.015650749206543,1.9217302799224854,0.09392046928405762,0.0,69.02549037297567,600,0.10792932317613647,0.7310601833462715,0,0,0,0
2,256,0.01,2.157860279083252,2.6054625511169434,-0.4476022720336914,0.0,55.470951580471464,4800,0.1061336286224263,0.5466295853853226,0,0,0,0
2,256,0.1,1.9739274978637695,2.5764248371124268,-0.6024973392486572,0.0,57.01397779676649,1100,0.20772952653150847,0.9779083681106567,0,0,0,0
2,256,0.2,2.068708896636963,2.7470457553863525,-0.6783368587493896,0.0,56.17147647433811,1100,0.1130947180822935,0.7837375402450562,0,0,0,0
2,32,0.01,2.442500114440918,2.1487224102020264,0.2937777042388916,0.0,56.61856456250283,8200,0.09576992181966705,0.3075000301152468,0,0,0,0
2,32,0.1,2.2406439781188965,2.0013463497161865,0.23929762840270996,0.0,62.42423578686184,1200,0.12677212187361037,0.5305034136176109,0,0,0,0
2,32,0.2,2.219172954559326,2.012660503387451,0.206512451171875,0.0,63.59864464653863,1200,0.11489682306550447,0.5089774326384068,0,0,0,0
2,512,0.01,2.1566245555877686,2.0237112045288086,0.13291335105895996,0.0,66.24260341856214,1500,0.10869652421193078,0.6667269548177719,0,0,0,0
2,512,0.1,2.137012243270874,1.6189405918121338,0.5180716514587402,0.0,55.40433561537,1500,0.20451349225356713,0.9292454578876496,0,0,0,0
2,512,0.2,2.193018913269043,1.6760646104812622,0.5169543027877808,0.0,55.14649854871962,900,0.1390806671878064,0.6393046779632569,0,0,0,0
2,64,0.01,2.3117313385009766,2.553490161895752,-0.2417588233947754,0.0,60.23851228925916,4900,0.11883560229692619,0.4027908394634724,0,0,0,0
2,64,0.1,2.148397922515869,2.365203857421875,-0.21680593490600586,0.0,63.83895153045654,1400,0.15775411300017086,0.6877735883295536,0,0,0,0
2,64,0.2,2.1494336128234863,2.155268430709839,-0.005834817886352539,0.0,70.47887890497844,600,0.12132995147642864,0.6418451861739158,0,0,0,0
32,1024,0.01,1.691347599029541,1.672037124633789,0.019310474395751953,0.0,74.06648488786486,800,0.198877701293572,2.6009989798069,0,0,0,0
32,1024,0.1,1.886752724647522,1.8292863368988037,0.05746638774871826,0.0,71.38487303733825,300,0.2671482946046939,1.791548841714859,0,0,0,0
32,1024,0.2,1.9291445016860962,1.889941692352295,0.03920280933380127,0.0,71.27596459388732,1000,0.2745198067242073,1.2843339264392852,0,0,0,0
32,128,0.01,1.8862366676330566,1.6866482496261597,0.19958841800689697,0.0,66.64579930305482,1500,0.23981952551408078,1.409641147851944,0,0,0,0
32,128,0.1,1.7651886940002441,1.594071865081787,0.17111682891845703,0.0,69.09592896355522,200,0.14628070203483018,1.2720447652339935,0,0,0,0
32,128,0.2,1.863248348236084,1.7725728750228882,0.0906754732131958,0.0,70.63752826372783,200,0.1425104270454631,1.010763717651367,0,0,0,0
32,256,0.01,1.7311084270477295,2.015781879425049,-0.28467345237731934,0.0,65.79216596603393,700,0.2125461937932357,1.6699812896251678,0,0,0,0
32,256,0.1,1.724784016609192,1.7227367162704468,0.002047300338745117,0.0,74.48716750886706,300,0.15026523276937698,1.4365728857517241,0,0,0,0
32,256,0.2,1.852237343788147,1.8259083032608032,0.02632904052734375,0.0,72.70579683939616,100,0.156373440234899,1.1642114055156707,0,0,0,0
32,32,0.01,2.100644111633301,1.6688714027404785,0.43177270889282227,0.0,57.614426629808214,1900,0.2120939233015818,1.0649744710922242,0,0,0,0
32,32,0.1,1.94833242893219,1.4832196235656738,0.4651128053665161,0.0,58.488105359607275,600,0.15606348830392933,0.9507586574554443,0,0,0,0
32,32,0.2,1.920712947845459,1.3995250463485718,0.5211879014968872,0.0,57.80699601915148,300,0.15292348121649402,0.7475373849868775,0,0,0,0
32,512,0.01,1.8204315900802612,1.5956165790557861,0.2248150110244751,0.0,66.83393553521898,600,0.17936328375157976,2.04787286067009,0,0,0,0
32,512,0.1,1.9152140617370605,1.7527345418930054,0.16247951984405518,0.0,68.02148941146004,200,0.18627078881225817,1.611069357275963,0,0,0,0
32,512,0.2,2.0135498046875,1.7257084846496582,0.2878413200378418,0.0,63.346539912753634,300,0.20663724976032113,1.2623047227859496,0,0,0,0
32,64,0.01,1.8647663593292236,1.7269700765609741,0.1377962827682495,0.0,68.65041054513719,1600,0.23332149747807004,1.2385655668973923,0,0,0,0
32,64,0.1,1.7707912921905518,1.5511716604232788,0.21961963176727295,0.0,67.51104400528801,400,0.1482252619736356,1.120977369427681,0,0,0,0
32,64,0.2,1.7661645412445068,1.5684363842010498,0.19772815704345703,0.0,68.24891492207844,300,0.1501972382614225,0.8785984652042389,0,0,0,0
3,1024,0.01,1.9124828577041626,2.1316070556640625,-0.2191241979598999,0.0,65.506426437166,2300,0.12955658674592047,0.9844730768203735,0,0,0,0
3,1024,0.1,2.098161458969116,2.142691135406494,-0.04452967643737793,0.0,69.69378562715319,800,0.16183581633744867,0.9862701209783554,0,0,0,0
3,1024,0.2,2.1417500972747803,2.0921413898468018,0.049608707427978516,0.0,69.23396013471815,600,0.13366977478609593,0.6194068440198899,0,0,0,0
3,128,0.01,2.186540126800537,2.4768757820129395,-0.29033565521240234,0.0,60.25401810540093,4000,0.13446273518765783,0.5524373584985733,0,0,0,0
3,128,0.1,1.978501319885254,2.169036865234375,-0.1905355453491211,0.0,66.45725524054633,600,0.16204442182962647,0.8868326691389083,0,0,0,0
3,128,0.2,2.062917947769165,2.483720302581787,-0.42080235481262207,0.0,58.798880931006536,600,0.10283924622564723,0.7797538299560547,0,0,0,0
3,256,0.01,2.1175649166107178,2.239002227783203,-0.12143731117248535,0.0,66.9740814060635,1400,0.13252257591369832,0.6396825764775276,0,0,0,0
3,256,0.1,1.9475847482681274,1.9389538764953613,0.008630871772766113,0.0,72.18920941776699,600,0.19195131664062376,1.0356819830536843,0,0,0,0
3,256,0.2,2.0667831897735596,2.05056095123291,0.016222238540649414,0.0,70.90192671245998,600,0.11856979430096437,0.8934787368774414,0,0,0,0
3,32,0.01,2.3715755939483643,2.2726306915283203,0.09894490242004395,0.0,63.230980981191,6800,0.1026524014907594,0.33998652854561806,0,0,0,0
3,32,0.1,2.138751745223999,2.247023344039917,-0.10827159881591797,0.0,67.26072541130914,1200,0.1399487598601692,0.6189078611135482,0,0,0,0
3,32,0.2,2.1067817211151123,2.4123730659484863,-0.305591344833374,0.0,61.82531102286445,700,0.10923962951407706,0.541638239145279,0,0,0,0
3,512,0.01,1.9393244981765747,2.265040874481201,-0.32571637630462646,0.0,61.790068727069425,3000,0.13042377377693387,0.7912737045288086,0,0,0,0
3,512,0.1,1.9556889533996582,2.2308430671691895,-0.27515411376953125,0.0,64.1614747789171,500,0.19687306119503212,1.1443338216543197,0,0,0,0
3,512,0.2,1.9914090633392334,2.144151449203491,-0.1527423858642578,0.0,67.51631452772352,500,0.1269125772327648,0.8214238961935043,0,0,0,0
3,64,0.01,2.2496182918548584,2.1943249702453613,0.05529332160949707,0.0,65.94459331300524,6000,0.12166839515367539,0.4330495154261589,0,0,0,0
3,64,0.1,2.039600372314453,2.168872356414795,-0.1292719841003418,0.0,67.59205938975018,1000,0.13816845921933255,0.7121161348819732,0,0,0,0
3,64,0.2,2.0650529861450195,2.1075286865234375,-0.04247570037841797,0.0,70.57913093577626,300,0.09670571509359917,0.6248274323642253,0,0,0,0
6,1024,0.01,1.8272143602371216,1.3990074396133423,0.4282069206237793,0.0,60.23188695695666,1700,0.12715514078470236,1.3009691507816314,0,0,0,0
6,1024,0.1,1.9623984098434448,1.4351184368133545,0.5272799730300903,0.0,57.27645857916938,700,0.13165685354655568,1.332811954498291,0,0,0,0
6,1024,0.2,2.040910005569458,1.5185035467147827,0.5224064588546753,0.0,56.57857772827148,700,0.10723728837289832,0.979774903178215,0,0,0,0
6,128,0.01,2.0251271724700928,2.2330658435821533,-0.20793867111206055,0.0,65.24070944468181,1300,0.1634150370723046,0.7267621881961822,0,0,0,0
6,128,0.1,1.8264516592025757,1.7154582738876343,0.1109933853149414,0.0,70.27507258097332,400,0.13839800498401916,1.0005399326086044,0,0,0,0
6,128,0.2,1.8762186765670776,1.846551775932312,0.029666900634765625,0.0,72.27249363369413,400,0.10368613189898661,0.872843738257885,0,0,0,0
6,256,0.01,1.9691648483276367,1.7820780277252197,0.187086820602417,0.0,66.44370784123738,1100,0.1640028287582165,0.8771259428262711,0,0,0,0
6,256,0.1,1.8401626348495483,1.916731357574463,-0.07656872272491455,0.0,71.10593711958991,600,0.15746466218938845,1.1829241274595261,0,0,0,0
6,256,0.2,1.9769037961959839,2.1185452938079834,-0.1416414976119995,0.0,68.01827688323127,400,0.10282597594564709,1.0049499584436417,0,0,0,0
6,32,0.01,2.2673051357269287,2.2548484802246094,0.012456655502319336,0.0,68.31247690624662,2900,0.12811637807742762,0.4939404028058052,0,0,0,0
6,32,0.1,2.0433261394500732,1.95719575881958,0.08613038063049316,0.0,69.01318956375121,600,0.11957458487288897,0.6805792572498321,0,0,0,0
6,32,0.2,2.011157512664795,2.0825960636138916,-0.07143855094909668,0.0,69.73988780339559,600,0.10607770261987172,0.6096680279374123,0,0,0,0
6,512,0.01,1.8283766508102417,1.4565849304199219,0.3717917203903198,0.0,61.75401149219937,2100,0.14290377581145283,1.0384715387821197,0,0,0,0
6,512,0.1,1.837345004081726,1.5919342041015625,0.24541079998016357,0.0,66.26572040875752,100,0.14955358906600222,1.2929471547603608,0,0,0,0
6,512,0.2,1.9823110103607178,1.6206037998199463,0.3617072105407715,0.0,61.48824136945936,100,0.10375307556424954,1.0534801236391067,0,0,0,0
6,64,0.01,2.1754517555236816,2.170031785964966,0.00541996955871582,0.0,69.30005197525024,3000,0.15511786065405228,0.6231145787835121,0,0,0,0
6,64,0.1,1.958590030670166,1.8990819454193115,0.05950808525085449,0.0,70.48506828096178,800,0.13602509276919786,0.8445450667142868,0,0,0,0
6,64,0.2,1.9345670938491821,2.057469606399536,-0.122902512550354,0.0,68.79677267816332,800,0.1020140373553445,0.7144727249145508,0,0,0,0
